Id,Category,Title,Description,Price,Link,Rating,Image_1,Image_2,Image_3,Image_4
11,Gaming Headsets,"SteelSeries Arctis Nova 1 Multi-System Gaming Headset — Hi-Fi Drivers — 360° Spatial Audio — Comfort Design — Durable — Ultra Lightweight — Noise-Cancelling Mic — PC, PS5/PS4, Switch, Xbox - White","Almighty Audio — Custom-designed Nova Acoustic System features best-in class audio for gaming with High Fidelity Drivers.
360° Spatial Audio — Immersive surround sound transports you to the gaming world, letting you hear every critical step, reload, or vocal cue to give you an advantage.
Adjustable for Perfect Fit — The ComfortMAX System includes height-adjusting, rotating earcups with AirWeave memory cushion and a stretchy band. The lightweight form of the headset keeps you comfortable no matter how long you play.
Bidirectional Noise-Cancelling Mic — The ClearCast Gen 2 mic silences background noise by up to 25dB on any platform to give you crystal clear comms.
Multi-Platform Support — Easily connect to any gaming console with a 3.5mm jack, such as PC, Mac, PlayStation, Xbox, or Switch.
Easy Settings — On-board controls allow convenient volume adjustment and muting on the headset.",49.99,https://www.newegg.com/p/3EE-0005-00015,3,./productsNewgg/Item_11.1.png,./productsNewgg/Item_11.2.png,./productsNewgg/Item_11.3.png,./productsNewgg/Item_11.4.png
12,Gaming Headsets,"GAMEPOWER Fujin USB Gaming Headset - 7.1 Virtual Surround Sound, Wired RGB Led Headphones with 50MM Drivers, Comfort Design, 360 Spatial Audio, Noise Cancelling Mic PC, Laptop, Black","Wide Compatibility: Works with PC and laptop via a 6.56-ft anti-tangle braided cable.
Immersive Vibration: Built-in vibration for enhanced sensory feedback.
Impressive Sound Quality: 50mm drivers for clear, high-definition audio and optimized bass.
Noise Cancelling Microphone: Reduces background noise for clear communication, with a mute button on the braided cable remote.
Advanced 7.1 Surround Sound: Virtual 7.1 sound for precise audio clarity and distance awareness.
Comfortable Design: Cushy earmuffs and self-adjusting headband for extended use.
Personalized Control: Adjust volume, vibration, RGB LED, and mic settings with an ergonomic controller.",29.99,https://www.newegg.com/gamepower-fujin-black/p/3EE-00AN-00008?Item=9SIBVMZK9R1022&cm_sp=SP-_-2722620-_-0-_-2-_-9SIBVMZK9R1022-_-gaming%20headset-_-gaming|headset-_-12,5,./productsNewgg/Item_12.1.png,./productsNewgg/Item_12.2.png,./productsNewgg/Item_12.3.png,./productsNewgg/Item_12.4.png
13,Gaming Headsets,Nacon RIG 400HA PC Gaming Headset Tuned for Surround Sound for High Definition Headphone Gaming Experience; Removable Active Noise Canceling Mic - Black with Dolby Atmos,"PRECISION GAME AUDIO AND CHAT: 40 mm speaker drivers create a high-definition gaming experience; Removable noise-cancelling boom mic included
TUNED FOR 3D AUDIO: Unlock precise, 3D sound with Dolby Atmos for Headphones* for superior audio accuracy; 2-Year activation coded included
UNREAL COMFORT: Lightweight headset frame with self-adjusting headband plus RIG signature Snap-Fit sizing (S/M/L) for a personal and comfortable fit
FINGERTIP CONTROLS: Directly adjust game volume and mute your mic using in-line controls
VIRTUALLY UNBREAKABLE: Flexible, durable and virtually unbreakable Forest Camo headset frame
DESIGNED FOR PC / MULTI-PLATFORM COMPATIBLE: 1.5m audio cable ideal for PC Gaming and a 3.5mm connector; Compatible with PC, laptops, tablets, Xbox Series X|S and Xbox One controllers, PS4 and PS5 controllers, Nintendo Switch controllers; also includes a 0.5m Y-splitter for PC separate speaker/mic ports; *Dolby Atmos requires an Xbox One, Xbox Series X|S or Windows 10/11 device.",39.99,https://www.newegg.com/nacon-rig-400ha-forest-camo-black-with-dolby-atmos/p/3EE-00A9-00003,0,./productsNewgg/Item_13.1.png,./productsNewgg/Item_13.2.png,./productsNewgg/Item_13.3.png,./productsNewgg/Item_13.4.png
14,Gaming Headsets,HyperX Cloud II Gaming Headset with 7.1 Virtual Surround Sound for PC/PS4/Mac/Mobile - Pink,"USB Audio Sound Card with 7.1 Virtual Surround Sound
53mm Drivers, Neodymium Magnets
Noise Cancelling Microphone via Inline Sound Card
Echo Cancelling via Inline Sound Card",109,https://www.newegg.com/pink-kingston-cloud-ii/p/N82E16826738004,3.9,./productsNewgg/Item_14.1.png,./productsNewgg/Item_14.2.png,./productsNewgg/Item_14.3.png,./productsNewgg/Item_14.4.png
15,Gaming Headsets,"Nacon RIG 700HS Ultralightweight Wireless Gaming Headset with Removable Noise Canceling Microphone for PlayStation PS4, PS5, Nintendo Switch (docked),PC, USB (Arctic Camo)","HIGH FIDELITY SOUND: RIG 700HS features 40 mm, high-sensitivity speaker drivers with low frequency resonators that reduce distortion for clear game audio
BUILT FOR PERFORMANCE: Pro grade flexible noise-cancelling mic can removed for solo gaming or streaming sessions; Mute your mic, control master volume and adjust mic monitoring level seamlessly with on-ear controls
SUPERIOR COMFORT: Weighing just 240g, RIG 700HS features a lightweight frame that comfortably molds to your head; RIG signature Snap-Fit (S/M/L) sizing allows you to find the perfect fit; Dual-material ear cushions help block outside noise while also providing enduring comfort
WIRELESS EXCELLENCE: Experience zero lag and reduced interference with a dedicated 2.4GHz RF wireless connection via the included USB-A transmitter with a 30 foot range; Enjoy a full 12 hours of game time in a single charge
DESIGNED FOR PLAYSTATION: Multiplatform compatible - PS5, PS4, PC, Nintendo Switch (Docked), and Mac",49.99,https://www.newegg.com/p/1VH-0006-00BM6?Item=9SIBU8PKA18546&cm_sp=SP-_-2468887-_-0-_-2-_-9SIBU8PKA18546-_-gaming%20headset-_-gaming|headset-_-15,0,./productsNewgg/Item_15.1.png,./productsNewgg/Item_15.2.png,./productsNewgg/Item_15.3.png,./productsNewgg/Item_15.4.png
16,Gaming Headsets,"Corsair HS55 Wireless CORE Gaming Headset - Low-Latency 2.4Ghz, Up to 50ft Bluetooth Range, Lightweight Construction, Tempest 3D AudioTech Support on PS5, Omni-Directional Microphone - Black","Low-Latency 2.4Ghz Wireless or Bluetooth Enjoy high-quality audio without the wire, featuring a range of up to 50ft and up to 24 hours of battery life, plus Bluetooth support for mobile devices and more.
Lightweight Construction and All-Day Comfort Enjoy hours of non-stop gaming with a comfortable lightweight design that weighs just 266g, featuring adjustable leatherette memory foam ear pads and an adjustable headband.
Great Gaming Audio High-quality, custom-tuned 50mm neodymium audio drivers deliver excellent sound with the range needed to hear everything on the battlefield including Tempest 3D AudioTech support on PS5, and is Discord-certified for crystal-clear communication.
Omni-Directional Microphone with Flip-to-Mute Function Accurately captures all your calls and commands for rich voice quality, with a convenient flip-to-mute function.",54.99,https://www.newegg.com/corsair-hs55-wireless-core-ca-9011290-na-black-usb-type-c/p/N82E16826816198,4.1,./productsNewgg/Item_16.1.png,./productsNewgg/Item_16.2.png,./productsNewgg/Item_16.3.png,./productsNewgg/Item_16.4.png
17,Gaming Headsets,"Logitech G PRO X Gaming Headset with Blue Voice, DTS Headphone 7.1 and 50 mm PRO-G Drivers, for PC - Black","Detachable pro grade microphone featuring real time Blue Voice technology, including noise reducer, compressor, limiter and more for cleaner, professional sounding voice comms; Requires included USB external sound card, Windows PC, and Logitech G HUB software
Next gen 7.1 and object based surround sound for greater in game positional, distance, and object awareness during gameplay. Requires included USB external sound card, Windows PC, and Logitech G HUB software
Soft memory foam ear-pads with your choice of premium passive noise canceling leatherette or soft, breathable velour for supreme comfort
Built to last with a durable aluminum fork and steel headband. Impedance - 35 Ohm
Advanced PRO G 50 millimeter drivers deliver clear and precise sound imaging with improved bass response. Hear footsteps and environmental cues with clarity to give you the competitive advantage in game",98.92,https://www.newegg.com/logitech-g-pro-x-981-000817-black-usb/p/N82E16826197345,4.2,./productsNewgg/Item_17.1.png,./productsNewgg/Item_17.2.png,./productsNewgg/Item_17.3.png,./productsNewgg/Item_17.4.png
18,Gaming Headsets,Nacon RIG 500 PRO HA Gen 2 Competition Grade PC Gaming Headset with Dolby Atmos 3D Audio - 50mm Speaker Drivers Flip-to-Mute Mic Longer 1.5m Audio Cable,"HIGH FIDELITY SOUND. ENGINEERED FOR 3D GAME AUDIO: Featuring low distortion 50mm speaker drivers, this headset has been precisely tuned for 3D Game Audio; React faster and more accurately with 3D sound by Dolby Atmos for Headphones*, as you are able to detect the distance and direction of your threats - 2-Year Code included
SUPERIOR COMFORT: Weighing 9.9 ounces, and featuring lightweight exoskeleton earcups that offer comfort and stability during long gaming sessions; the dual-material ear cushions help block outside noise while also providing enduring comfort; RIG signature Snap-Fit (S/M/L) sizing and self-adjusting head strap will help you find the perfect fit
BUILT FOR PERFORMANCE: Featuring a pro grade flexible noise-cancelling mic, and a flip-to-mute function for focused gameplay; for solo gaming sessions, the microphone can be removed easily
GEN 2 AUDIO CABLE: Features a longer 1.5m, kink-resistant flat cable including in-line volume control with max lock position",59.99,https://www.newegg.com/nacon-rig-500-pro-ha-gen-2-black-copper/p/3EE-00A9-00001?Item=9SIBU8PK5W2114&cm_sp=SP-_-2468909-_-0-_-2-_-9SIBU8PK5W2114-_-gaming%20headset-_-gaming|headset-_-18,5,./productsNewgg/Item_18.1.png,./productsNewgg/Item_18.2.png,./productsNewgg/Item_18.3.png,./productsNewgg/Item_18.4.png
19,Gaming Headsets,"ASUS ROG Cetra True Wireless Gaming Headphones (2.4 GHz & Bluetooth 5.3, ROG SpeedNova, 24-bit 96 kHz audio, Dirac Opteo, Bone-Conduction AI Microphones, Adaptive ANC, 46-Hour Battery Life) - Black","Dual-mode wireless connectivity: Unmatched versatility with Bluetooth® and 2.4 GHz modes
ROG SpeedNova wireless technology: Experiences ultra-low latency audio, reliable connection, plus optimized power efficiency
Realistic audio: High-resolution 24-bit 96 kHz audio* with lifelike details enhanced by Dirac OpteoTM technology
Bone-Conduction AI Microphones: Precise voice pick-up for crystal-clear communication
Adaptive ANC with Auto mode: Optimizes ANC based on in-ear fit and shape of ear canal, automatically adjusts to ambient noise levels for full immersion
Hybrid Multipoint: Be paired with two devices via 2.4 GHz and Bluetooth modes simultaneously
Extensive battery life: Up to 46-hour battery life** with wireless and fast in-case charging
ASUS Aura RGB lighting: Show off your style with customizable effects",173.98,https://www.newegg.com/asus-rog-cetra-true-wireless-speednova-90yh03y0-btaa00-black-usb-type-c/p/N82E16826785264,4.6,./productsNewgg/Item_19.1.png,./productsNewgg/Item_19.2.png,./productsNewgg/Item_19.3.png,./productsNewgg/Item_19.4.png
20,Gaming Headsets,"HyperX Cloud Stinger 2 – Gaming Headset, DTS Headphone:X Spatial Audio, Lightweight Over-Ear Headset with mic, Swivel-to-Mute Function, 50mm Drivers, PC Compatible, Black","Stereo - Mini-phone (3.5mm) - Wired
32 Ohm - 10 Hz - 28 kHz
Over-the-head - Binaural - Circumaural
6.56 ft Cable
Condenser, Electret Microphone
Noise Canceling
DTS® Headphone:X® Spatial Audio - Unlock accurate 3D audio spatialization and localization! The included activation code provides 2 years of DTS® Headphone:X® Spatial Audio for enhanced perception, awareness, and immersion.
Signature HyperX Comfort - With memory foam ear cushions and soft leatherette, Cloud Stinger 2 delivers premium comfort without the luxury price tag.
Superior Sound - 50mm drivers produce sound with a wide frequency response that help you better pick up on audio cues and enhance your audio entertainment.
Adjustable Rotating Earcups - When you're ready to take a quick breather, the 90° rotating earcups swivel so you can rest them on your chest.",49.99,https://www.newegg.com/hp-hyperx-cloud-stinger-2-black/p/N82E16826700401,5,./productsNewgg/Item_20.1.png,./productsNewgg/Item_20.2.png,./productsNewgg/Item_20.3.png,./productsNewgg/Item_20.4.png
21,Gaming Headsets,"GAMEPOWER JIN X 3.5mm Jack Gaming Headset - Wired Headphones with 50MM Drivers, Comfort Design, 360 Spatial Audio, Noise Cancelling Mic, PS4, PS5, for Xbox, Black","High-Resolution Sound Quality: Experience powerful bass and crystal-clear sound with the over-ear design that captures every detail of your game and music.
Noise-Cancelling Microphone: The 360° omni-directional noise-cancelling microphone ensures your voice is transmitted clearly, reducing background noise, perfect for gaming and streaming1.
50mm Drivers: Specialized drivers deliver a cinematic effect with an excellent balance of MID-TREBLE-BASS, enhancing your audio experience1.
Multi-Platform Compatibility: Connects seamlessly with multiple devices including PC, laptops, PS4, PS5, and Xbox, elevating your competitive edge to the next level.
Comfort for Extended Gaming: Designed for long gaming sessions, it features soft premium earmuffs and an adjustable headband for a comfortable fit.
Convenient In-Line Control: Easily adjust volume and mute the microphone with the ergonomic controller, all within reach of one hand
Durable and Versatile Design: The headset boasts a durable frame and",19.99,https://www.newegg.com/p/3EE-00AN-00003?Item=9SIBVMZK9R0989&cm_sp=SP-_-2722620-_-0-_-3-_-9SIBVMZK9R0989-_-gaming%20headset-_-gaming|headset-_-21,0,./productsNewgg/Item_21.1.png,./productsNewgg/Item_21.2.png,./productsNewgg/Item_21.3.png,./productsNewgg/Item_21.4.png
22,Gaming Headsets,Nacon RIG 400HA PC Gaming Headset Tuned for Surround Sound for High Definition Headphone Gaming Experience; Removable Active Noise Canceling Mic - Forest Camo,"PRECISION GAME AUDIO AND CHAT: 40 mm speaker drivers create a high-definition gaming experience; Removable noise-cancelling boom mic included
TUNED FOR 3D AUDIO: Compatible with Windows Sonic, Dolby Atmos and Sony Tempest 3D spatial audio
UNREAL COMFORT: Lightweight headset frame with self-adjusting headband plus RIG signature Snap-Fit sizing (S/M/L) for a personal and comfortable fit
FINGERTIP CONTROLS: Directly adjust game volume and mute your mic using in-line controls
VIRTUALLY UNBREAKABLE: Flexible, durable and virtually unbreakable Forest Camo headset frame
DESIGNED FOR PC / MULTI-PLATFORM COMPATIBLE: Featuring a longer 1.5m audio cable ideal for PC Gaming and a 3.5mm connector; Compatible with PC, laptops, tablets, Xbox Series X|S and Xbox One controllers, PS4 and PS5 controllers, Nintendo Switch controllers; ; also includes a 0.5m Y-splitter for PC separate speaker/mic ports",37.99,https://www.newegg.com/nacon-rig-400ha-forest-camo/p/3EE-00A9-00002,0,./productsNewgg/Item_22.1.png,./productsNewgg/Item_22.2.png,./productsNewgg/Item_22.3.png,./productsNewgg/Item_22.4.png
23,Gaming Headsets,"SteelSeries Arctis Nova 7 Wireless Multi-Platform Gaming Headset — Neodymium Magnetic Drivers — 2.4GHz + Mixable Bluetooth — 38Hr USB-C Battery — ClearCast Gen2 AI Mic — PC, PS5, Switch, VR, Mobile","NEODYMIUM MAGNETIC DRIVERS: These drivers create an ultra-detailed soundscape of crystal clear highs, pinpoint mids, and deep bass for your space journey
DUAL AUDIO STREAMS: Connect your mobile device directly for on-the-go audio or mix in calls or music with your game audio.when at home
MULTI-PLATFORM WIRELESS: Instant, lossless wireless on your PC, PlayStation, Switch or tablet with a portable USB-C dongle (USB-C to USB-A cable also included)
38-HR BATTERY LIFE: Quickly jump back in with USB-C Fast Charge, giving 6 hours of play after a 15 min charge
360° SPATIAL AUDIO: Hear everything from every direction for full immersion and situational awareness; compatible with Tempest 3D Audio
X-RAY HEARING: Amplify footsteps, reloads, or whatever helps you win with 100+ game presets. Powered by Sonar Software
AI NOISE CANCELLING: Deletes any noise that isn’t your voice, so you can be heard loud and clear",150.99,https://www.newegg.com/p/3EE-0005-00014,3,./productsNewgg/Item_23.1.png,./productsNewgg/Item_23.2.png,./productsNewgg/Item_23.3.png,./productsNewgg/Item_23.4.png
24,Gaming Headsets,Nacon RIG 400HA PC Gaming Headset Tuned for Surround Sound for High Definition Headphone Gaming Experience; Removable Active Noise Canceling Mic - Black with Dolby Atmos,"PRECISION GAME AUDIO AND CHAT: 40 mm speaker drivers create a high-definition gaming experience; Removable noise-cancelling boom mic included
TUNED FOR 3D AUDIO: Unlock precise, 3D sound with Dolby Atmos for Headphones* for superior audio accuracy; 2-Year activation coded included
UNREAL COMFORT: Lightweight headset frame with self-adjusting headband plus RIG signature Snap-Fit sizing (S/M/L) for a personal and comfortable fit
FINGERTIP CONTROLS: Directly adjust game volume and mute your mic using in-line controls
VIRTUALLY UNBREAKABLE: Flexible, durable and virtually unbreakable Forest Camo headset frame
DESIGNED FOR PC / MULTI-PLATFORM COMPATIBLE: 1.5m audio cable ideal for PC Gaming and a 3.5mm connector; Compatible with PC, laptops, tablets, Xbox Series X|S and Xbox One controllers, PS4 and PS5 controllers, Nintendo Switch controllers; also includes a 0.5m Y-splitter for PC separate speaker/mic ports; *Dolby Atmos requires an Xbox One, Xbox Series X|S or Windows 10/11 device.",39.99,https://www.newegg.com/nacon-rig-400ha-forest-camo-black-with-dolby-atmos/p/3EE-00A9-00003?Item=9SIBU8PK5W5631&cm_sp=SP-_-2468909-_-0-_-3-_-9SIBU8PK5W5631-_-gaming%20headset-_-gaming|headset-_-24,0,./productsNewgg/Item_24.1.png,./productsNewgg/Item_24.2.png,./productsNewgg/Item_24.3.png,./productsNewgg/Item_24.4.png
